id,uid,time,data,meter
0,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,19/05/2017 19:54:29,0,156614.0
1,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,19/05/2017 18:54:29,1,156614.0
2,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,19/05/2017 17:54:29,0,156613.0
3,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,19/05/2017 16:54:31,0,156613.0
4,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,19/05/2017 15:54:31,0,156613.0
5,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,19/05/2017 14:54:31,12,156613.0
6,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,19/05/2017 13:54:31,51,156601.0
7,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,19/05/2017 12:54:29,1,156550.0
8,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,19/05/2017 11:54:29,0,156549.0
9,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,19/05/2017 10:54:29,0,156549.0
10,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,19/05/2017 09:54:29,9,156549.0
11,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,19/05/2017 05:11:10,0,156540.0
12,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,19/05/2017 04:11:10,0,156540.0
13,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,19/05/2017 03:11:10,0,156540.0
14,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,19/05/2017 02:11:10,0,156540.0
15,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,19/05/2017 00:54:29,0,156540.0
16,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,18/05/2017 23:54:29,0,156540.0
17,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,18/05/2017 22:54:29,0,156540.0
18,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,18/05/2017 21:54:29,12,156540.0
19,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,18/05/2017 16:54:33,0,156528.0
20,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,18/05/2017 15:54:33,0,156528.0
21,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,18/05/2017 14:54:33,10,156528.0
22,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,18/05/2017 13:54:33,0,156518.0
23,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,18/05/2017 12:54:30,0,156518.0
24,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,18/05/2017 11:54:30,0,156518.0
25,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,18/05/2017 10:54:30,0,156518.0
26,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,18/05/2017 09:54:30,0,156518.0
27,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,18/05/2017 08:54:33,10,156518.0
28,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,18/05/2017 07:54:33,0,156508.0
29,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,18/05/2017 06:54:33,0,156508.0
30,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,18/05/2017 05:54:33,0,156508.0
31,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,18/05/2017 04:54:31,0,156508.0
32,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,18/05/2017 03:54:31,0,156508.0
33,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,18/05/2017 02:54:31,0,156508.0
34,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,18/05/2017 01:54:31,0,156508.0
35,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,18/05/2017 00:54:32,0,156508.0
36,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,17/05/2017 23:54:32,0,156508.0
37,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,17/05/2017 22:54:32,0,156508.0
38,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,17/05/2017 21:54:32,0,156508.0
39,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,17/05/2017 20:54:31,1,156508.0
40,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,17/05/2017 19:54:31,0,156507.0
41,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,17/05/2017 18:54:31,0,156507.0
42,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,17/05/2017 17:54:31,0,156507.0
43,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,17/05/2017 16:54:34,0,156507.0
44,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,17/05/2017 15:54:34,0,156507.0
45,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,17/05/2017 14:54:34,8,156507.0
46,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,17/05/2017 13:54:34,0,156499.0
47,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,17/05/2017 12:54:34,0,156499.0
48,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,17/05/2017 11:54:34,0,156499.0
49,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,17/05/2017 10:54:34,0,156499.0
50,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,17/05/2017 09:54:34,0,156499.0
51,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,17/05/2017 08:14:12,0,156499.0
52,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,17/05/2017 07:14:12,5,156499.0
53,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,17/05/2017 06:14:12,0,156494.0
54,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,17/05/2017 05:12:54,0,156494.0
55,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,17/05/2017 04:12:54,0,156494.0
56,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,17/05/2017 03:12:54,0,156494.0
57,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,17/05/2017 02:12:54,0,156494.0
58,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,16/05/2017 21:14:50,1,156494.0
59,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,16/05/2017 20:14:50,8,156493.0
60,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,16/05/2017 19:14:50,0,156485.0
61,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,16/05/2017 18:14:50,0,156485.0
62,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,16/05/2017 16:54:35,0,156485.0
63,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,16/05/2017 15:54:35,0,156485.0
64,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,16/05/2017 14:54:35,13,156485.0
65,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,16/05/2017 13:54:35,75,156472.0
66,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,16/05/2017 12:57:22,0,156397.0
67,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,16/05/2017 11:57:22,0,156397.0
68,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,16/05/2017 10:57:22,0,156397.0
69,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,16/05/2017 09:57:22,11,156397.0
70,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,16/05/2017 08:54:36,19,156386.0
71,f224a7d2-0d4f-4d82-b74e-53f0af9114f2,16/05/2017 07:54:36,1,156367.0
