,id,sensorId,timestamp,chan_0,chan_1,chan_2,chan_3,chan_4,chan_5,chan_6,chan_7
3364,1438593,55891,2021-10-12 19:07:41,0,0,0,0,0,0,0,0
3365,1438637,55891,2021-10-12 19:08:42,0,0,0,0,0,0,0,0
3366,1438681,55891,2021-10-12 19:09:42,0,0,0,0,0,0,0,0
3367,1438725,55891,2021-10-12 19:10:42,0,0,0,0,0,0,0,0
3368,1438769,55891,2021-10-12 19:11:42,0,0,0,0,0,0,0,0
3369,1438813,55891,2021-10-12 19:12:42,0,0,0,0,0,0,0,0
3370,1438857,55891,2021-10-12 19:13:42,0,0,0,0,0,0,0,0
3371,1438901,55891,2021-10-12 19:14:42,0,0,0,0,0,0,0,0
3372,1438945,55891,2021-10-12 19:15:42,0,0,0,0,0,0,0,0
3373,1438989,55891,2021-10-12 19:16:42,0,0,0,0,0,0,0,0
3374,1439033,55891,2021-10-12 19:17:42,0,0,0,0,0,0,0,0
3375,1439077,55891,2021-10-12 19:18:42,0,0,0,0,0,0,0,0
3376,1439121,55891,2021-10-12 19:19:42,0,0,0,0,0,0,0,0
3377,1439165,55891,2021-10-12 19:20:42,0,0,0,0,0,0,0,0
3378,1439209,55891,2021-10-12 19:21:42,0,0,0,0,0,0,0,0
3379,1439253,55891,2021-10-12 19:22:42,0,0,0,0,0,0,0,0
3380,1439297,55891,2021-10-12 19:23:42,0,0,0,0,0,0,0,0
3381,1439341,55891,2021-10-12 19:24:42,0,0,0,0,0,0,0,0
3382,1439385,55891,2021-10-12 19:25:42,0,0,0,0,0,0,0,0
3383,1439429,55891,2021-10-12 19:26:42,0,0,0,0,0,0,0,0
3384,1439473,55891,2021-10-12 19:27:42,0,0,0,0,0,0,0,0
3385,1439517,55891,2021-10-12 19:28:42,0,0,0,0,0,0,0,0
