id,sensorId,timestamp,chan_0,chan_1,chan_2,chan_3,chan_4,chan_5
1292545,62706,2021-10-10T12:44:18.000Z,0,0,0,0,0,0
1292589,62706,2021-10-10T12:45:18.000Z,0,0,0,0,0,0
1292633,62706,2021-10-10T12:46:18.000Z,0,0,0,0,0,0
1292677,62706,2021-10-10T12:47:18.000Z,0,0,0,0,0,0
1292721,62706,2021-10-10T12:48:18.000Z,0,0,0,0,0,0
1292765,62706,2021-10-10T12:49:18.000Z,0,0,0,0,0,0
1292809,62706,2021-10-10T12:50:18.000Z,0,0,0,0,0,0
1292853,62706,2021-10-10T12:51:18.000Z,0,0,0,0,0,0
1292897,62706,2021-10-10T12:52:18.000Z,0,0,0,0,0,0
1292941,62706,2021-10-10T12:53:18.000Z,0,0,0,0,0,0
1292985,62706,2021-10-10T12:54:18.000Z,0,0,0,0,0,0
1293029,62706,2021-10-10T12:55:18.000Z,0,0,0,0,0,0
1293073,62706,2021-10-10T12:56:18.000Z,0,0,0,0,0,0
1293109,62706,2021-10-10T12:57:18.000Z,0,0,0,0,0,0
1293153,62706,2021-10-10T12:58:18.000Z,0,0,0,0,0,0
1293197,62706,2021-10-10T12:59:18.000Z,0,0,0,0,0,0
1293241,62706,2021-10-10T13:00:18.000Z,0,0,2,0,0,0
1293285,62706,2021-10-10T13:01:18.000Z,0,0,0,0,0,0
1293329,62706,2021-10-10T13:02:18.000Z,0,0,0,0,0,0
1293373,62706,2021-10-10T13:03:18.000Z,0,0,0,0,0,0
1293417,62706,2021-10-10T13:04:18.000Z,0,0,0,0,0,0
1293461,62706,2021-10-10T13:05:18.000Z,0,0,0,0,0,0
1293505,62706,2021-10-10T13:06:18.000Z,0,0,0,0,0,0
1293549,62706,2021-10-10T13:07:18.000Z,0,0,0,0,0,0
1293593,62706,2021-10-10T13:08:18.000Z,0,0,0,0,0,0
1293637,62706,2021-10-10T13:09:18.000Z,0,0,0,0,0,0
1293681,62706,2021-10-10T13:10:18.000Z,0,0,0,0,0,0
1293725,62706,2021-10-10T13:11:18.000Z,0,0,0,0,0,0
1293769,62706,2021-10-10T13:12:18.000Z,0,0,0,0,0,0
1293813,62706,2021-10-10T13:13:18.000Z,0,0,0,0,0,0
1293857,62706,2021-10-10T13:14:18.000Z,0,0,0,0,0,0
1293901,62706,2021-10-10T13:15:18.000Z,0,0,0,0,0,0
1293945,62706,2021-10-10T13:16:18.000Z,0,0,0,0,0,0
1293989,62706,2021-10-10T13:17:18.000Z,0,0,0,0,0,0
1294033,62706,2021-10-10T13:18:18.000Z,0,0,0,0,0,0
1294077,62706,2021-10-10T13:19:18.000Z,0,0,0,0,0,0
1294121,62706,2021-10-10T13:20:18.000Z,0,0,0,0,0,0
1294165,62706,2021-10-10T13:21:18.000Z,0,0,0,0,0,0
1294209,62706,2021-10-10T13:22:18.000Z,0,0,0,0,0,0
1294253,62706,2021-10-10T13:23:18.000Z,0,0,0,0,0,0
1294297,62706,2021-10-10T13:24:18.000Z,0,0,0,0,0,0
1294341,62706,2021-10-10T13:25:18.000Z,0,0,0,0,0,0
1294385,62706,2021-10-10T13:26:18.000Z,0,0,217,13,0,0
1294429,62706,2021-10-10T13:27:18.000Z,0,0,0,0,0,0
1294473,62706,2021-10-10T13:28:18.000Z,0,0,0,0,0,0
1294517,62706,2021-10-10T13:29:18.000Z,0,0,0,0,0,0
1294561,62706,2021-10-10T13:30:18.000Z,0,0,0,0,0,0
1294605,62706,2021-10-10T13:31:18.000Z,0,0,0,0,0,0
1294649,62706,2021-10-10T13:32:18.000Z,0,0,0,0,0,0
1294693,62706,2021-10-10T13:33:18.000Z,0,0,0,0,0,0
1294737,62706,2021-10-10T13:34:18.000Z,0,0,0,0,0,0
1294781,62706,2021-10-10T13:35:18.000Z,0,0,0,0,0,0
1294825,62706,2021-10-10T13:36:18.000Z,0,0,0,0,0,0
1294869,62706,2021-10-10T13:37:19.000Z,0,0,0,0,0,0
1294913,62706,2021-10-10T13:38:19.000Z,0,0,0,0,0,0
1294957,62706,2021-10-10T13:39:19.000Z,0,0,0,0,0,0
1295001,62706,2021-10-10T13:40:19.000Z,0,0,0,0,0,0
1295045,62706,2021-10-10T13:41:19.000Z,0,0,0,0,0,0
1295089,62706,2021-10-10T13:42:19.000Z,0,0,0,0,0,0
1295133,62706,2021-10-10T13:43:19.000Z,0,0,0,0,0,0
1295177,62706,2021-10-10T13:44:19.000Z,0,0,0,0,0,0
1295221,62706,2021-10-10T13:45:19.000Z,0,0,0,0,0,0
1295265,62706,2021-10-10T13:46:19.000Z,0,0,0,0,0,0
1295309,62706,2021-10-10T13:47:19.000Z,0,0,0,0,0,0
1295353,62706,2021-10-10T13:48:19.000Z,0,0,0,0,0,0
1295397,62706,2021-10-10T13:49:19.000Z,0,0,0,0,0,0
1295441,62706,2021-10-10T13:50:19.000Z,0,0,0,0,1948,116
1295485,62706,2021-10-10T13:51:19.000Z,0,0,0,0,4011,240
1295529,62706,2021-10-10T13:52:19.000Z,0,0,0,0,0,0
1295573,62706,2021-10-10T13:53:19.000Z,0,0,0,0,0,0
1295617,62706,2021-10-10T13:54:19.000Z,0,0,0,0,0,0
1295661,62706,2021-10-10T13:55:19.000Z,0,0,0,0,0,0
1295705,62706,2021-10-10T13:56:19.000Z,0,0,0,0,0,0
1295749,62706,2021-10-10T13:57:19.000Z,0,0,0,0,0,0
1295793,62706,2021-10-10T13:58:19.000Z,0,0,0,0,0,0
1295837,62706,2021-10-10T13:59:19.000Z,0,0,0,0,0,0
1295881,62706,2021-10-10T14:00:19.000Z,0,0,0,0,0,0
1295925,62706,2021-10-10T14:01:19.000Z,0,0,0,0,0,0
1295969,62706,2021-10-10T14:02:19.000Z,0,0,0,0,0,0
1296013,62706,2021-10-10T14:03:19.000Z,0,0,0,0,0,0
1296057,62706,2021-10-10T14:04:19.000Z,0,0,0,0,0,0
1296101,62706,2021-10-10T14:05:19.000Z,0,0,0,0,0,0
1296145,62706,2021-10-10T14:06:19.000Z,0,0,0,0,0,0
1296189,62706,2021-10-10T14:07:19.000Z,0,0,0,0,0,0
1296233,62706,2021-10-10T14:08:19.000Z,0,0,0,0,0,0
1296277,62706,2021-10-10T14:09:19.000Z,0,0,0,0,0,0
1296321,62706,2021-10-10T14:10:19.000Z,0,0,0,0,0,0
1296365,62706,2021-10-10T14:11:19.000Z,0,0,0,0,0,0
1296409,62706,2021-10-10T14:12:19.000Z,0,0,0,0,0,0
1296453,62706,2021-10-10T14:13:19.000Z,0,0,0,0,0,0
1296497,62706,2021-10-10T14:14:19.000Z,0,0,0,0,0,0
1296541,62706,2021-10-10T14:15:19.000Z,0,0,0,0,0,0
1296585,62706,2021-10-10T14:16:19.000Z,0,0,0,0,0,0
1296629,62706,2021-10-10T14:17:19.000Z,0,0,0,0,0,0
1296673,62706,2021-10-10T14:18:19.000Z,0,0,0,0,0,0
1296717,62706,2021-10-10T14:19:19.000Z,0,0,0,0,0,0
1296761,62706,2021-10-10T14:20:19.000Z,0,0,0,0,0,0
1296805,62706,2021-10-10T14:21:19.000Z,0,0,0,0,0,0
1296849,62706,2021-10-10T14:22:19.000Z,0,0,0,0,0,0
1296893,62706,2021-10-10T14:23:19.000Z,0,0,0,0,0,0
1296937,62706,2021-10-10T14:24:19.000Z,0,0,0,0,0,0
1296981,62706,2021-10-10T14:25:19.000Z,0,0,0,0,0,0
1297025,62706,2021-10-10T14:26:19.000Z,0,0,0,0,0,0
1297069,62706,2021-10-10T14:27:19.000Z,0,0,0,0,0,0
1297113,62706,2021-10-10T14:28:19.000Z,0,0,0,0,0,0
1297157,62706,2021-10-10T14:29:19.000Z,0,0,0,0,0,0
1297201,62706,2021-10-10T14:30:19.000Z,0,0,0,0,0,0
1297245,62706,2021-10-10T14:31:19.000Z,0,0,0,0,0,0
1297289,62706,2021-10-10T14:32:19.000Z,0,0,0,0,0,0
1297333,62706,2021-10-10T14:33:19.000Z,0,0,0,0,0,0
1297377,62706,2021-10-10T14:34:19.000Z,0,0,0,0,0,0
1297421,62706,2021-10-10T14:35:19.000Z,0,0,0,0,3784,227
1297465,62706,2021-10-10T14:36:19.000Z,0,0,0,0,2215,132
1297509,62706,2021-10-10T14:37:19.000Z,0,0,0,0,0,0
1297553,62706,2021-10-10T14:38:19.000Z,0,0,0,0,0,0
1297597,62706,2021-10-10T14:39:19.000Z,0,0,0,0,0,0
1297641,62706,2021-10-10T14:40:19.000Z,0,0,0,0,0,0
1297685,62706,2021-10-10T14:41:19.000Z,0,0,0,0,0,0
1297729,62706,2021-10-10T14:42:19.000Z,0,0,0,0,0,0
1297773,62706,2021-10-10T14:43:19.000Z,0,0,0,0,0,0
1297817,62706,2021-10-10T14:44:19.000Z,0,0,0,0,0,0
1297861,62706,2021-10-10T14:45:19.000Z,0,0,0,0,0,0
1297905,62706,2021-10-10T14:46:19.000Z,0,0,0,0,0,0
1297949,62706,2021-10-10T14:47:19.000Z,0,0,0,0,0,0
1297993,62706,2021-10-10T14:48:19.000Z,0,0,0,0,0,0
1298037,62706,2021-10-10T14:49:19.000Z,0,0,0,0,0,0
1298081,62706,2021-10-10T14:50:19.000Z,0,0,0,0,0,0
1298125,62706,2021-10-10T14:51:19.000Z,0,0,0,0,0,0
1298169,62706,2021-10-10T14:52:19.000Z,0,0,0,0,0,0
1298213,62706,2021-10-10T14:53:19.000Z,0,0,0,0,0,0
1298257,62706,2021-10-10T14:54:19.000Z,0,0,0,0,0,0
1298301,62706,2021-10-10T14:55:19.000Z,0,0,0,0,0,0
1298345,62706,2021-10-10T14:56:19.000Z,0,0,0,0,0,0
1298389,62706,2021-10-10T14:57:19.000Z,0,0,0,0,0,0
1298433,62706,2021-10-10T14:58:19.000Z,0,0,0,0,0,0
1298477,62706,2021-10-10T14:59:19.000Z,0,0,0,0,2,0
1298521,62706,2021-10-10T15:00:19.000Z,0,0,0,0,0,0
1298565,62706,2021-10-10T15:01:19.000Z,0,0,0,0,0,0
1298609,62706,2021-10-10T15:02:19.000Z,0,0,0,0,0,0
1298653,62706,2021-10-10T15:03:19.000Z,0,0,0,0,0,0
1298697,62706,2021-10-10T15:04:19.000Z,0,0,0,0,0,0
1298741,62706,2021-10-10T15:05:19.000Z,0,0,0,0,0,0
1298785,62706,2021-10-10T15:06:19.000Z,0,0,0,0,0,0
1298829,62706,2021-10-10T15:07:19.000Z,0,0,0,0,0,0
1298873,62706,2021-10-10T15:08:19.000Z,0,0,0,0,0,0
1298917,62706,2021-10-10T15:09:19.000Z,0,0,0,0,0,0
1298961,62706,2021-10-10T15:10:19.000Z,0,0,0,0,0,0
1299005,62706,2021-10-10T15:11:19.000Z,0,0,0,0,0,0
1299049,62706,2021-10-10T15:12:19.000Z,0,0,0,0,0,0
1299093,62706,2021-10-10T15:13:19.000Z,0,0,0,0,0,0
1299137,62706,2021-10-10T15:14:19.000Z,0,0,0,0,0,0
1299181,62706,2021-10-10T15:15:19.000Z,0,0,0,0,0,0
1299225,62706,2021-10-10T15:16:19.000Z,0,0,0,0,0,0
1299269,62706,2021-10-10T15:17:19.000Z,0,0,0,0,0,0
1299313,62706,2021-10-10T15:18:19.000Z,0,0,0,0,0,0
1299357,62706,2021-10-10T15:19:19.000Z,0,0,0,0,0,0
1299401,62706,2021-10-10T15:20:19.000Z,0,0,0,0,0,0
1299445,62706,2021-10-10T15:21:19.000Z,0,0,0,0,0,0
1299489,62706,2021-10-10T15:22:19.000Z,0,0,0,0,0,0
1299533,62706,2021-10-10T15:23:19.000Z,0,0,0,0,0,0
1299577,62706,2021-10-10T15:24:19.000Z,0,0,0,0,0,0
1299621,62706,2021-10-10T15:25:20.000Z,0,0,0,0,0,0
1299665,62706,2021-10-10T15:26:19.000Z,0,0,0,0,0,0
1299709,62706,2021-10-10T15:27:19.000Z,0,0,0,0,0,0
1299753,62706,2021-10-10T15:28:19.000Z,0,0,0,0,0,0
1299797,62706,2021-10-10T15:29:19.000Z,0,0,0,0,0,0
1299841,62706,2021-10-10T15:30:19.000Z,0,0,0,0,0,0
1299885,62706,2021-10-10T15:31:19.000Z,0,0,0,0,0,0
1299929,62706,2021-10-10T15:32:19.000Z,0,0,0,0,0,0
1299973,62706,2021-10-10T15:33:19.000Z,0,0,0,0,0,0
1300017,62706,2021-10-10T15:34:19.000Z,0,0,0,0,0,0
1300061,62706,2021-10-10T15:35:19.000Z,0,0,0,0,0,0
1300105,62706,2021-10-10T15:36:19.000Z,0,0,0,0,0,0
1300149,62706,2021-10-10T15:37:19.000Z,0,0,0,0,0,0
1300193,62706,2021-10-10T15:38:19.000Z,0,0,0,0,0,0
1300237,62706,2021-10-10T15:39:19.000Z,0,0,0,0,0,0
1300281,62706,2021-10-10T15:40:19.000Z,0,0,0,0,0,0
1300325,62706,2021-10-10T15:41:19.000Z,0,0,0,0,0,0
1300369,62706,2021-10-10T15:42:19.000Z,0,0,0,0,0,0
1300413,62706,2021-10-10T15:43:19.000Z,0,0,0,0,0,0
1300457,62706,2021-10-10T15:44:19.000Z,0,0,0,0,0,0
1300501,62706,2021-10-10T15:45:19.000Z,0,0,0,0,0,0
1300545,62706,2021-10-10T15:46:19.000Z,0,0,0,0,0,0
1300589,62706,2021-10-10T15:47:19.000Z,0,0,0,0,0,0
1300633,62706,2021-10-10T15:48:19.000Z,193,11,697,41,0,0
1300677,62706,2021-10-10T15:49:19.000Z,0,0,0,0,0,0
1300721,62706,2021-10-10T15:50:19.000Z,0,0,0,0,0,0
1300765,62706,2021-10-10T15:51:19.000Z,0,0,0,0,0,0
1300809,62706,2021-10-10T15:52:19.000Z,0,0,0,0,0,0
1300853,62706,2021-10-10T15:53:19.000Z,0,0,0,0,0,0
1300897,62706,2021-10-10T15:54:19.000Z,0,0,0,0,0,0
1300941,62706,2021-10-10T15:55:19.000Z,0,0,0,0,0,0
1300985,62706,2021-10-10T15:56:19.000Z,0,0,0,0,0,0
1301029,62706,2021-10-10T15:57:19.000Z,0,0,0,0,0,0
1301073,62706,2021-10-10T15:58:19.000Z,0,0,0,0,0,0
1301117,62706,2021-10-10T15:59:19.000Z,0,0,0,0,0,0
1301161,62706,2021-10-10T16:00:19.000Z,0,0,0,0,0,0
1301205,62706,2021-10-10T16:01:19.000Z,0,0,0,0,0,0
1301249,62706,2021-10-10T16:02:19.000Z,0,0,0,0,0,0
1301293,62706,2021-10-10T16:03:19.000Z,0,0,0,0,0,0
1301337,62706,2021-10-10T16:04:19.000Z,0,0,0,0,0,0
1301381,62706,2021-10-10T16:05:19.000Z,0,0,0,0,0,0
1301425,62706,2021-10-10T16:06:19.000Z,0,0,0,0,0,0
1301469,62706,2021-10-10T16:07:19.000Z,0,0,0,0,0,0
1301513,62706,2021-10-10T16:08:19.000Z,0,0,0,0,0,0
1301557,62706,2021-10-10T16:09:19.000Z,0,0,0,0,0,0
1301601,62706,2021-10-10T16:10:19.000Z,0,0,0,0,0,0
1301645,62706,2021-10-10T16:11:19.000Z,0,0,0,0,0,0
1301689,62706,2021-10-10T16:12:19.000Z,0,0,0,0,0,0
1301733,62706,2021-10-10T16:13:19.000Z,0,0,0,0,0,0
1301777,62706,2021-10-10T16:14:19.000Z,0,0,0,0,0,0
1301821,62706,2021-10-10T16:15:19.000Z,0,0,0,0,0,0
1301865,62706,2021-10-10T16:16:19.000Z,0,0,0,0,0,0
1301909,62706,2021-10-10T16:17:19.000Z,0,0,0,0,0,0
1301953,62706,2021-10-10T16:18:19.000Z,0,0,0,0,0,0
1301997,62706,2021-10-10T16:19:19.000Z,0,0,0,0,0,0
1302041,62706,2021-10-10T16:20:19.000Z,0,0,0,0,0,0
1302085,62706,2021-10-10T16:21:19.000Z,0,0,0,0,0,0
1302129,62706,2021-10-10T16:22:19.000Z,0,0,0,0,0,0
1302173,62706,2021-10-10T16:23:19.000Z,0,0,0,0,0,0
1302217,62706,2021-10-10T16:24:19.000Z,0,0,0,0,0,0
1302261,62706,2021-10-10T16:25:19.000Z,0,0,0,0,0,0
1302305,62706,2021-10-10T16:26:19.000Z,0,0,0,0,0,0
1302349,62706,2021-10-10T16:27:19.000Z,0,0,0,0,0,0
1302393,62706,2021-10-10T16:28:19.000Z,0,0,0,0,0,0
1302437,62706,2021-10-10T16:29:19.000Z,0,0,0,0,0,0
1302481,62706,2021-10-10T16:30:19.000Z,0,0,0,0,0,0
1302525,62706,2021-10-10T16:31:19.000Z,0,0,0,0,0,0
1302569,62706,2021-10-10T16:32:19.000Z,0,0,0,0,0,0
1302613,62706,2021-10-10T16:33:19.000Z,0,0,0,0,0,0
1302657,62706,2021-10-10T16:34:19.000Z,0,0,0,0,0,0
1302701,62706,2021-10-10T16:35:19.000Z,0,0,0,0,0,0
1302745,62706,2021-10-10T16:36:19.000Z,140,8,288,17,0,0
1302789,62706,2021-10-10T16:37:19.000Z,0,0,0,0,0,0
1302833,62706,2021-10-10T16:38:19.000Z,0,0,0,0,0,0
1302877,62706,2021-10-10T16:39:19.000Z,1955,117,2228,133,0,0
1302921,62706,2021-10-10T16:40:19.000Z,1431,85,1593,95,0,0
1302965,62706,2021-10-10T16:41:19.000Z,0,0,0,0,0,0
1303009,62706,2021-10-10T16:42:19.000Z,0,0,0,0,0,0
1303053,62706,2021-10-10T16:43:19.000Z,0,0,0,0,0,0
1303097,62706,2021-10-10T16:44:19.000Z,0,0,0,0,0,0
1303141,62706,2021-10-10T16:45:19.000Z,0,0,0,0,0,0
1303185,62706,2021-10-10T16:46:19.000Z,0,0,0,0,0,0
1303229,62706,2021-10-10T16:47:19.000Z,0,0,0,0,0,0
1303273,62706,2021-10-10T16:48:19.000Z,0,0,0,0,0,0
1303317,62706,2021-10-10T16:49:19.000Z,0,0,0,0,0,0
1303361,62706,2021-10-10T16:50:19.000Z,0,0,0,0,0,0
1303405,62706,2021-10-10T16:51:19.000Z,0,0,0,0,0,0
1303449,62706,2021-10-10T16:52:19.000Z,1211,72,1371,82,0,0
1303493,62706,2021-10-10T16:53:19.000Z,0,0,0,0,0,0
1303537,62706,2021-10-10T16:54:19.000Z,0,0,0,0,0,0
1303581,62706,2021-10-10T16:55:19.000Z,0,0,0,0,0,0
1303625,62706,2021-10-10T16:56:19.000Z,0,0,0,0,0,0
1303669,62706,2021-10-10T16:57:19.000Z,0,0,0,0,0,0
1303713,62706,2021-10-10T16:58:19.000Z,0,0,0,0,0,0
1303757,62706,2021-10-10T16:59:19.000Z,0,0,0,0,0,0
1303801,62706,2021-10-10T17:00:19.000Z,0,0,0,0,0,0
1303845,62706,2021-10-10T17:01:19.000Z,0,0,0,0,0,0
1303889,62706,2021-10-10T17:02:19.000Z,0,0,0,0,0,0
1303933,62706,2021-10-10T17:03:19.000Z,0,0,0,0,0,0
1303977,62706,2021-10-10T17:04:19.000Z,115,6,106,6,5855,351
1304021,62706,2021-10-10T17:05:19.000Z,0,0,0,0,13,0
1304065,62706,2021-10-10T17:06:19.000Z,0,0,0,0,0,0
1304109,62706,2021-10-10T17:07:19.000Z,0,0,0,0,0,0
1304153,62706,2021-10-10T17:08:19.000Z,0,0,0,0,0,0
1304197,62706,2021-10-10T17:09:19.000Z,0,0,0,0,0,0
1304241,62706,2021-10-10T17:10:19.000Z,2,0,151,9,0,0
1304285,62706,2021-10-10T17:11:19.000Z,0,0,0,0,0,0
1304329,62706,2021-10-10T17:12:19.000Z,0,0,0,0,0,0
1304373,62706,2021-10-10T17:13:19.000Z,0,0,0,0,0,0
1304417,62706,2021-10-10T17:14:19.000Z,0,0,0,0,0,0
1304461,62706,2021-10-10T17:15:19.000Z,0,0,0,0,0,0
1304505,62706,2021-10-10T17:16:19.000Z,0,0,0,0,0,0
1304549,62706,2021-10-10T17:17:19.000Z,0,0,0,0,0,0
1304593,62706,2021-10-10T17:18:19.000Z,0,0,0,0,0,0
1304637,62706,2021-10-10T17:19:19.000Z,0,0,0,0,0,0
1304681,62706,2021-10-10T17:20:19.000Z,0,0,0,0,0,0
1304725,62706,2021-10-10T17:21:19.000Z,0,0,0,0,0,0
1304769,62706,2021-10-10T17:22:19.000Z,0,0,0,0,3215,192
1304813,62706,2021-10-10T17:23:19.000Z,0,0,0,0,2926,175
1304857,62706,2021-10-10T17:24:19.000Z,0,0,0,0,0,0
1304901,62706,2021-10-10T17:25:19.000Z,0,0,0,0,0,0
1304945,62706,2021-10-10T17:26:19.000Z,0,0,0,0,0,0
1304989,62706,2021-10-10T17:27:19.000Z,0,0,0,0,0,0
1305033,62706,2021-10-10T17:28:19.000Z,0,0,0,0,0,0
1305077,62706,2021-10-10T17:29:19.000Z,0,0,0,0,0,0
1305121,62706,2021-10-10T17:30:19.000Z,0,0,0,0,0,0
1305165,62706,2021-10-10T17:31:19.000Z,0,0,0,0,0,0
1305209,62706,2021-10-10T17:32:19.000Z,0,0,0,0,0,0
1305253,62706,2021-10-10T17:33:19.000Z,0,0,0,0,0,0
1305297,62706,2021-10-10T17:34:19.000Z,0,0,0,0,0,0
1305341,62706,2021-10-10T17:35:19.000Z,0,0,0,0,0,0
1305385,62706,2021-10-10T17:36:19.000Z,0,0,0,0,0,0
1305429,62706,2021-10-10T17:37:19.000Z,0,0,0,0,0,0
1305473,62706,2021-10-10T17:38:19.000Z,0,0,0,0,0,0
1305517,62706,2021-10-10T17:39:20.000Z,0,0,0,0,0,0
1305561,62706,2021-10-10T17:40:19.000Z,0,0,0,0,0,0
1305605,62706,2021-10-10T17:41:19.000Z,0,0,0,0,0,0
1305649,62706,2021-10-10T17:42:19.000Z,0,0,0,0,0,0
1305693,62706,2021-10-10T17:43:19.000Z,0,0,0,0,0,0
1305737,62706,2021-10-10T17:44:19.000Z,0,0,0,0,0,0
1305781,62706,2021-10-10T17:45:19.000Z,0,0,0,0,0,0
1305825,62706,2021-10-10T17:46:19.000Z,0,0,0,0,0,0
1305869,62706,2021-10-10T17:47:19.000Z,0,0,0,0,0,0
1305913,62706,2021-10-10T17:48:19.000Z,0,0,0,0,0,0
1305957,62706,2021-10-10T17:49:19.000Z,0,0,0,0,0,0
1306001,62706,2021-10-10T17:50:19.000Z,0,0,0,0,0,0
1306045,62706,2021-10-10T17:51:19.000Z,0,0,0,0,0,0
1306089,62706,2021-10-10T17:52:19.000Z,0,0,0,0,0,0
1306133,62706,2021-10-10T17:53:19.000Z,0,0,0,0,0,0
1306177,62706,2021-10-10T17:54:19.000Z,0,0,0,0,0,0
1306221,62706,2021-10-10T17:55:19.000Z,0,0,0,0,0,0
1306265,62706,2021-10-10T17:56:20.000Z,0,0,0,0,0,0
1306309,62706,2021-10-10T17:57:19.000Z,0,0,0,0,0,0
1306353,62706,2021-10-10T17:58:19.000Z,0,0,0,0,0,0
1306397,62706,2021-10-10T17:59:19.000Z,0,0,0,0,0,0
1306441,62706,2021-10-10T18:00:19.000Z,0,0,0,0,0,0
1306485,62706,2021-10-10T18:01:19.000Z,175,10,255,15,0,0
1306529,62706,2021-10-10T18:02:21.000Z,0,0,0,0,0,0
1306573,62706,2021-10-10T18:03:19.000Z,0,0,0,0,0,0
1306617,62706,2021-10-10T18:04:19.000Z,0,0,0,0,0,0
1306661,62706,2021-10-10T18:05:19.000Z,0,0,0,0,0,0
1306705,62706,2021-10-10T18:06:19.000Z,0,0,0,0,0,0
1306749,62706,2021-10-10T18:07:19.000Z,0,0,0,0,0,0
1306793,62706,2021-10-10T18:08:19.000Z,0,0,0,0,0,0
1306837,62706,2021-10-10T18:09:19.000Z,0,0,0,0,0,0
1306881,62706,2021-10-10T18:10:19.000Z,0,0,0,0,0,0
1306925,62706,2021-10-10T18:11:19.000Z,0,0,0,0,0,0
1306969,62706,2021-10-10T18:12:19.000Z,0,0,0,0,0,0
1307013,62706,2021-10-10T18:13:19.000Z,0,0,0,0,0,0
1307057,62706,2021-10-10T18:14:22.000Z,164,9,180,10,1680,100
1307101,62706,2021-10-10T18:15:19.000Z,0,0,0,0,5331,319
1307145,62706,2021-10-10T18:16:19.000Z,0,0,0,0,4811,288
1307189,62706,2021-10-10T18:17:19.000Z,0,0,0,0,0,0
1307233,62706,2021-10-10T18:18:19.000Z,0,0,0,0,0,0
1307277,62706,2021-10-10T18:19:21.000Z,0,0,0,0,0,0
1307321,62706,2021-10-10T18:20:19.000Z,0,0,0,0,0,0
1307365,62706,2021-10-10T18:21:19.000Z,0,0,0,0,0,0
1307409,62706,2021-10-10T18:22:19.000Z,0,0,0,0,0,0
1307453,62706,2021-10-10T18:23:19.000Z,0,0,0,0,0,0
1307497,62706,2021-10-10T18:24:19.000Z,0,0,0,0,0,0
1307541,62706,2021-10-10T18:25:19.000Z,0,0,0,0,0,0
