id,uid,time,data,meter
0,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,19/05/2017 02:37:59,0,246568.0
1,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,19/05/2017 01:37:59,0,246568.0
2,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,19/05/2017 00:37:59,245,246568.0
3,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,18/05/2017 07:38:56,0,246323.0
4,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,18/05/2017 06:38:56,2,246323.0
5,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,18/05/2017 05:38:56,0,246321.0
6,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,18/05/2017 04:38:56,0,246321.0
7,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,18/05/2017 03:38:00,0,246321.0
8,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,18/05/2017 02:38:00,0,246321.0
9,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,18/05/2017 01:38:00,0,246321.0
10,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,18/05/2017 00:38:00,292,246321.0
11,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,17/05/2017 03:38:03,0,246029.0
12,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,17/05/2017 02:38:03,0,246029.0
13,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,17/05/2017 01:38:03,0,246029.0
14,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,17/05/2017 00:38:03,475,246029.0
15,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,15/05/2017 03:38:15,0,245554.0
16,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,15/05/2017 02:38:15,0,245554.0
17,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,15/05/2017 01:38:15,0,245554.0
18,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,15/05/2017 00:38:15,269,245554.0
19,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,14/05/2017 11:38:08,2,245285.0
20,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,14/05/2017 10:38:08,30,245283.0
21,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,14/05/2017 09:38:08,6,245253.0
22,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,14/05/2017 08:38:08,338,245247.0
23,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,13/05/2017 11:38:10,71,244909.0
24,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,13/05/2017 10:38:10,88,244838.0
25,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,13/05/2017 09:38:10,17,244750.0
26,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,13/05/2017 08:38:10,302,244733.0
27,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,12/5/2017 3:38,0,244431.0
28,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,12/5/2017 2:38,0,244431.0
29,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,12/5/2017 1:38,0,244431.0
30,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,12/5/2017 0:38,2238,244431.0
31,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,5/5/2017 3:38,0,242193.0
32,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,5/5/2017 2:38,0,242193.0
33,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,5/5/2017 1:38,0,242193.0
34,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,5/5/2017 0:38,670,242193.0
35,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,3/5/2017 3:38,0,241523.0
36,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,3/5/2017 2:38,0,241523.0
37,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,3/5/2017 1:38,0,241523.0
38,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,3/5/2017 0:38,1464,241523.0
39,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,29/04/2017 03:38:37,0,240059.0
40,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,29/04/2017 02:38:37,0,240059.0
41,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,29/04/2017 01:38:37,0,240059.0
42,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,29/04/2017 00:38:37,752,240059.0
43,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,26/04/2017 07:45:26,0,239307.0
44,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,26/04/2017 06:45:26,0,239307.0
45,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,26/04/2017 05:45:26,0,239307.0
46,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,26/04/2017 04:45:26,0,239307.0
47,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,26/04/2017 03:38:42,0,239307.0
48,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,26/04/2017 02:38:42,0,239307.0
49,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,26/04/2017 01:38:42,0,239307.0
50,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,26/04/2017 00:38:42,611,239307.0
51,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,24/04/2017 03:38:45,0,238696.0
52,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,24/04/2017 02:38:45,0,238696.0
53,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,24/04/2017 01:38:45,0,238696.0
54,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,24/04/2017 00:38:45,1794,238696.0
55,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,18/04/2017 23:38:55,0,236902.0
56,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,18/04/2017 22:38:55,24,236902.0
57,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,18/04/2017 21:38:55,6,236878.0
58,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,18/04/2017 20:38:55,550,236872.0
59,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,17/04/2017 07:39:08,10,236322.0
60,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,17/04/2017 06:39:08,1,236312.0
61,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,17/04/2017 05:39:08,0,236311.0
62,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,17/04/2017 04:39:08,3754,236311.0
63,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,6/4/2017 7:39,0,232557.0
64,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,6/4/2017 6:39,0,232557.0
65,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,6/4/2017 5:39,0,232557.0
66,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,6/4/2017 4:39,213,232557.0
67,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,5/4/2017 12:00,0,232344.0
68,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,5/4/2017 11:00,67,232344.0
69,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,5/4/2017 10:00,33,232277.0
70,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,5/4/2017 9:00,3544,232244.0
71,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,25/03/2017 06:39:56,0,228700.0
72,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,25/03/2017 05:39:56,0,228700.0
73,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,25/03/2017 04:39:56,0,228700.0
74,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,25/03/2017 03:39:56,712,228700.0
75,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,23/03/2017 06:39:52,4,227988.0
76,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,23/03/2017 05:39:52,0,227984.0
77,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,23/03/2017 04:39:52,0,227984.0
78,f193a59b-fe6a-4b17-8f2c-1c7f4b14a40e,23/03/2017 03:39:52,1556,227984.0
