,id,sensorId,timestamp,chan_0,chan_1,chan_2,chan_3,chan_4,chan_5,chan_6,chan_7,chan_8,chan_9
0,3638933,89776,2021-12-10 12:00:55,0,0,0,0,0,0,0,0,0,0
1,3638959,89776,2021-12-10 12:01:55,0,0,0,0,0,0,0,0,0,0
2,3638985,89776,2021-12-10 12:02:55,0,0,0,0,0,0,0,0,0,0
3,3639011,89776,2021-12-10 12:03:55,0,0,0,0,0,0,0,0,0,0
4,3639037,89776,2021-12-10 12:04:55,0,0,0,0,0,0,0,0,0,0
5,3639063,89776,2021-12-10 12:05:55,0,0,0,0,0,0,0,0,0,0
6,3639089,89776,2021-12-10 12:06:55,0,0,0,0,0,0,0,0,0,0
7,3639115,89776,2021-12-10 12:07:55,0,0,0,0,0,0,0,0,0,0
8,3639141,89776,2021-12-10 12:08:55,0,0,0,0,0,0,0,0,0,0
9,3639167,89776,2021-12-10 12:09:55,0,0,0,0,0,0,0,0,0,0
10,3639193,89776,2021-12-10 12:10:55,0,0,0,0,0,0,0,0,0,0
11,3639219,89776,2021-12-10 12:11:55,0,0,0,0,0,0,0,0,0,0
12,3639245,89776,2021-12-10 12:12:55,0,0,0,0,0,0,0,0,0,0
13,3639271,89776,2021-12-10 12:13:55,0,0,0,0,0,0,0,0,0,0
14,3639297,89776,2021-12-10 12:14:55,0,0,0,0,0,0,0,0,0,0
15,3639323,89776,2021-12-10 12:15:55,0,0,0,0,0,0,0,0,0,0
16,3639349,89776,2021-12-10 12:16:55,0,0,0,0,0,0,0,0,0,0
17,3639375,89776,2021-12-10 12:17:55,0,0,0,0,0,0,0,0,0,0
18,3639401,89776,2021-12-10 12:18:55,0,0,0,0,0,0,0,0,0,0
19,3639427,89776,2021-12-10 12:19:55,0,0,0,0,0,0,0,0,0,0
20,3639453,89776,2021-12-10 12:20:55,0,0,0,0,0,0,0,0,0,0
21,3639479,89776,2021-12-10 12:21:55,0,0,0,0,0,0,0,0,0,0
22,3639505,89776,2021-12-10 12:22:55,0,0,0,0,0,0,0,0,0,0
23,3639531,89776,2021-12-10 12:23:55,0,0,0,0,0,0,0,0,0,0
24,3639557,89776,2021-12-10 12:24:55,0,0,0,0,0,0,0,0,0,0
25,3639583,89776,2021-12-10 12:25:55,0,0,0,0,0,0,0,0,0,0
26,3639609,89776,2021-12-10 12:26:55,0,0,0,0,0,0,0,0,0,0
27,3639635,89776,2021-12-10 12:27:55,0,0,0,0,0,0,0,0,0,0
28,3639661,89776,2021-12-10 12:28:55,0,0,0,0,0,0,0,0,0,0
29,3639687,89776,2021-12-10 12:29:55,0,0,0,0,0,0,0,0,0,0
30,3639713,89776,2021-12-10 12:30:55,0,0,0,0,0,0,0,0,0,0
31,3639739,89776,2021-12-10 12:31:55,0,0,0,0,0,0,0,0,0,0
32,3639765,89776,2021-12-10 12:32:55,0,0,0,0,0,0,0,0,0,0
33,3639791,89776,2021-12-10 12:33:55,0,0,0,0,0,0,0,0,0,0
34,3639817,89776,2021-12-10 12:34:55,0,0,0,0,0,0,0,0,0,0
35,3639843,89776,2021-12-10 12:35:55,0,0,0,0,0,0,0,0,0,0
36,3639869,89776,2021-12-10 12:36:55,0,0,0,0,0,0,0,0,0,0
37,3639895,89776,2021-12-10 12:37:55,0,0,0,0,0,0,0,0,0,0
38,3639921,89776,2021-12-10 12:38:55,0,0,0,0,0,0,0,0,0,0
39,3639947,89776,2021-12-10 12:39:55,0,0,0,0,0,0,0,0,0,0
40,3639973,89776,2021-12-10 12:40:55,0,0,0,0,0,0,0,0,0,0
41,3639999,89776,2021-12-10 12:41:55,0,0,0,0,0,0,0,0,0,0
42,3640025,89776,2021-12-10 12:42:55,0,0,0,0,0,0,0,0,0,0
43,3640051,89776,2021-12-10 12:43:55,0,0,0,0,0,0,0,0,0,0
44,3640077,89776,2021-12-10 12:44:55,0,0,0,0,0,0,0,0,0,0
45,3640103,89776,2021-12-10 12:45:55,0,0,0,0,0,0,0,0,0,0
46,3640129,89776,2021-12-10 12:46:55,0,0,0,0,0,0,0,0,0,0
47,3640155,89776,2021-12-10 12:47:55,0,0,0,0,0,0,0,0,0,0
48,3640181,89776,2021-12-10 12:48:55,0,0,0,0,0,0,0,0,0,0
49,3640207,89776,2021-12-10 12:49:55,0,0,0,0,0,0,0,0,0,0
50,3640233,89776,2021-12-10 12:50:55,0,0,0,0,0,0,0,0,0,0
51,3640259,89776,2021-12-10 12:51:55,0,0,0,0,0,0,0,0,0,0
52,3640285,89776,2021-12-10 12:52:55,0,0,0,0,0,0,0,0,0,0
53,3640311,89776,2021-12-10 12:53:55,0,0,0,0,0,0,0,0,0,0
54,3640337,89776,2021-12-10 12:54:55,0,0,0,0,0,0,0,0,0,0
55,3640363,89776,2021-12-10 12:55:55,0,0,0,0,0,0,0,0,0,0
56,3640389,89776,2021-12-10 12:56:55,0,0,0,0,0,0,0,0,0,0
57,3640415,89776,2021-12-10 12:57:55,0,0,0,0,0,0,0,0,0,0
58,3640441,89776,2021-12-10 12:58:55,0,0,0,0,0,0,0,0,0,0
59,3640467,89776,2021-12-10 12:59:55,0,0,0,0,0,0,0,0,0,0
60,3640493,89776,2021-12-10 13:00:55,0,0,0,0,0,0,0,0,0,0
61,3640519,89776,2021-12-10 13:01:55,0,0,0,0,0,0,0,0,0,0
62,3640545,89776,2021-12-10 13:02:55,0,0,0,0,0,0,0,0,0,0
63,3640571,89776,2021-12-10 13:03:55,0,0,0,0,0,0,0,0,0,0
64,3640597,89776,2021-12-10 13:04:55,0,0,0,0,0,0,0,0,0,0
65,3640623,89776,2021-12-10 13:05:55,0,0,0,0,0,0,0,0,0,0
66,3640649,89776,2021-12-10 13:06:55,0,0,0,0,0,0,0,0,0,0
67,3640675,89776,2021-12-10 13:07:55,0,0,0,0,0,0,0,0,0,0
68,3640701,89776,2021-12-10 13:08:55,0,0,0,0,0,0,0,0,0,0
69,3640727,89776,2021-12-10 13:09:55,0,0,0,0,0,0,0,0,0,0
70,3640753,89776,2021-12-10 13:10:55,0,0,0,0,0,0,0,0,0,0
71,3640779,89776,2021-12-10 13:11:55,0,0,0,0,0,0,0,0,0,0
72,3640805,89776,2021-12-10 13:12:55,0,0,0,0,0,0,0,0,0,0
73,3640831,89776,2021-12-10 13:13:55,0,0,0,0,0,0,0,0,0,0
74,3640857,89776,2021-12-10 13:14:55,0,0,0,0,0,0,0,0,0,0
75,3640883,89776,2021-12-10 13:15:55,0,0,0,0,0,0,0,0,0,0
76,3640909,89776,2021-12-10 13:16:55,0,0,0,0,0,0,0,0,0,0
77,3640935,89776,2021-12-10 13:17:55,0,0,0,0,0,0,0,0,0,0
78,3640961,89776,2021-12-10 13:18:55,0,0,0,0,0,0,0,0,0,0
79,3640987,89776,2021-12-10 13:19:55,0,0,0,0,0,0,0,0,0,0
80,3641013,89776,2021-12-10 13:20:55,0,0,0,0,0,0,0,0,0,0
81,3641039,89776,2021-12-10 13:21:55,0,0,0,0,0,0,0,0,0,0
82,3641065,89776,2021-12-10 13:22:55,0,0,0,0,0,0,0,0,0,0
83,3641091,89776,2021-12-10 13:23:55,0,0,0,0,0,0,0,0,0,0
84,3641117,89776,2021-12-10 13:24:55,0,0,0,0,0,0,0,0,0,0
85,3641143,89776,2021-12-10 13:25:55,0,0,0,0,0,0,0,0,0,0
86,3641169,89776,2021-12-10 13:26:55,0,0,0,0,0,0,0,0,0,0
87,3641195,89776,2021-12-10 13:27:55,0,0,0,0,0,0,0,0,0,0
88,3641221,89776,2021-12-10 13:28:55,0,0,0,0,0,0,0,0,0,0
89,3641247,89776,2021-12-10 13:29:55,0,0,0,0,0,0,0,0,0,0
90,3641273,89776,2021-12-10 13:30:55,0,0,0,0,0,0,0,0,0,0
91,3641299,89776,2021-12-10 13:31:55,0,0,0,0,0,0,0,0,0,0
92,3641325,89776,2021-12-10 13:32:55,0,0,0,0,0,0,0,0,0,0
93,3641351,89776,2021-12-10 13:33:55,0,0,0,0,0,0,0,0,0,0
94,3641377,89776,2021-12-10 13:34:55,0,0,0,0,0,0,0,0,0,0
95,3641403,89776,2021-12-10 13:35:55,0,0,0,0,0,0,0,0,0,0
96,3641429,89776,2021-12-10 13:36:55,0,0,0,0,0,0,0,0,0,0
97,3641455,89776,2021-12-10 13:37:55,0,0,0,0,0,0,0,0,0,0
98,3641481,89776,2021-12-10 13:38:55,0,0,0,0,0,0,0,0,0,0
99,3641507,89776,2021-12-10 13:39:55,0,0,0,0,0,0,0,0,0,0
100,3641533,89776,2021-12-10 13:40:55,0,0,0,0,0,0,0,0,0,0
101,3641559,89776,2021-12-10 13:41:55,0,0,0,0,0,0,0,0,0,0
102,3641585,89776,2021-12-10 13:42:55,0,0,0,0,0,0,0,0,0,0
103,3641611,89776,2021-12-10 13:43:55,0,0,0,0,0,0,0,0,0,0
104,3641637,89776,2021-12-10 13:44:55,0,0,0,0,0,0,0,0,0,0
105,3641663,89776,2021-12-10 13:45:55,0,0,0,0,0,0,0,0,0,0
106,3641689,89776,2021-12-10 13:46:55,0,0,0,0,0,0,0,0,0,0
107,3641715,89776,2021-12-10 13:47:55,0,0,0,0,0,0,0,0,0,0
108,3641741,89776,2021-12-10 13:48:55,0,0,0,0,0,0,0,0,0,0
109,3641767,89776,2021-12-10 13:49:55,0,0,0,0,0,0,0,0,0,0
110,3641793,89776,2021-12-10 13:50:55,0,0,0,0,0,0,0,0,0,0
111,3641819,89776,2021-12-10 13:51:55,0,0,0,0,0,0,0,0,0,0
112,3641845,89776,2021-12-10 13:52:55,0,0,0,0,0,0,0,0,0,0
113,3641871,89776,2021-12-10 13:53:55,0,0,0,0,0,0,0,0,0,0
114,3641897,89776,2021-12-10 13:54:55,0,0,0,0,0,0,0,0,0,0
