label,count,disp,duration,volume
0,7520,3552.1219130545464,1.4678191489361727,51.326861702125996
1,1902,13299.770169979927,2.863827549947427,472.7386961093565
2,132,87726.70999770428,5.8409090909090935,1110.8787878787875
