Code_Year_Month,Postal_Code,Customer_Class,Total_Gallons
201206,78701,Irrigation - Multi-Family,361600
201206,78701,Multi-Family,13594700
201206,78701,Residential,1620700
201206,78702,Irrigation - Multi-Family,899400
201206,78702,Irrigation - Residential,30800
201206,78702,Residential,32392100
201206,78702,Multi-Family,9319400
201206,78703,Irrigation - Multi-Family,967200
201206,78703,Irrigation - Residential,1929800
201206,78703,Multi-Family,15676800
201206,78703,Residential,77404200
201206,78704,Irrigation - Multi-Family,2197800
201206,78704,Irrigation - Residential,255600
201206,78704,Residential,63621100
201206,78704,Multi-Family,50197800
201206,78705,Irrigation - Multi-Family,495600
201206,78705,Irrigation - Residential,191100
201206,78705,Multi-Family,29244000
201206,78705,Residential,11796300
201206,78717,Irrigation - Multi-Family,5362300
201206,78717,Irrigation - Residential,43800
201206,78717,Multi-Family,7743600
201206,78717,Residential,60736700
201206,78719,Residential,1863600
201206,78719,Multi-Family,525900
201206,78721,Irrigation - Residential,21300
201206,78721,Residential,18978600
201206,78721,Irrigation - Multi-Family,258200
201206,78721,Multi-Family,5239300
201206,78722,Multi-Family,3296900
201206,78722,Irrigation - Multi-Family,152600
201206,78722,Residential,11584600
201206,78723,Irrigation - Multi-Family,150300
201206,78723,Residential,45257500
201206,78723,Multi-Family,21844000
201206,78724,Irrigation - Residential,49000
201206,78724,Irrigation - Multi-Family,100800
201206,78724,Multi-Family,14868200
201206,78724,Residential,25447700
201206,78725,Multi-Family,333900
201206,78725,Residential,2790700
201206,78726,Irrigation - Residential,68200
201206,78726,Multi-Family,12255000
201206,78726,Residential,28263300
201206,78726,Irrigation - Multi-Family,3920800
201206,78727,Irrigation - Residential,7300
201206,78727,Multi-Family,20478200
201206,78727,Residential,59052100
201206,78727,Irrigation - Multi-Family,6725600
201206,78728,Multi-Family,7525300
201206,78728,Residential,6593700
201206,78728,Irrigation - Multi-Family,1588400
201206,78729,Irrigation - Multi-Family,4085700
201206,78729,Residential,35317700
201206,78729,Irrigation - Residential,12600
201206,78729,Multi-Family,26584700
201206,78730,Residential,21913100
201206,78730,Irrigation - Residential,204500
201206,78730,Irrigation - Multi-Family,1667100
201206,78730,Multi-Family,4748700
201206,78731,Irrigation - Multi-Family,971300
201206,78731,Residential,99835800
201206,78731,Irrigation - Residential,809700
201206,78731,Multi-Family,20618700
201206,78732,Residential,9000
201206,78733,Residential,48800
201206,78735,Irrigation - Multi-Family,2261000
201206,78735,Residential,35010800
201206,78735,Multi-Family,11353500
201206,78736,Multi-Family,1831000
201206,78736,Irrigation - Residential,19900
201206,78736,Irrigation - Multi-Family,277800
201206,78736,Residential,19436100
201206,78737,Irrigation - Residential,5800
201206,78737,Residential,11993100
201206,78738,Residential,9000
201206,78739,Residential,66495100
201206,78739,Irrigation - Residential,
201206,78741,Irrigation - Multi-Family,3280500
201206,78741,Residential,21802700
201206,78741,Irrigation - Residential,27700
201206,78741,Multi-Family,81863700
201206,78742,Multi-Family,643300
201206,78742,Residential,682300
201206,78744,Irrigation - Residential,2600
201206,78744,Multi-Family,26737800
201206,78744,Residential,57835600
201206,78744,Irrigation - Multi-Family,1203400
201206,78745,Irrigation - Multi-Family,3799000
201206,78745,Residential,99561000
201206,78745,Multi-Family,33236700
201206,78745,Irrigation - Residential,88100
201206,78746,Multi-Family,15136200
201206,78746,Irrigation - Residential,611900
201206,78746,Irrigation - Multi-Family,1207200
201206,78746,Residential,55924100
201206,78747,Residential,31874500
201206,78747,Irrigation - Multi-Family,1183500
201206,78747,Irrigation - Residential,192600
201206,78747,Multi-Family,8090900
201206,78748,Irrigation - Multi-Family,5840500
201206,78748,Irrigation - Residential,12000
201206,78748,Residential,90551100
201206,78748,Multi-Family,16236500
201206,78749,Irrigation - Residential,11900
201206,78749,Multi-Family,17702200
201206,78749,Irrigation - Multi-Family,9308600
201206,78749,Residential,105830400
201206,78750,Irrigation - Residential,31600
201206,78750,Irrigation - Multi-Family,2529700
201206,78750,Residential,92646100
201206,78750,Multi-Family,15610200
201206,78751,Irrigation - Multi-Family,321200
201206,78751,Irrigation - Residential,86600
201206,78751,Multi-Family,12988200
201206,78751,Residential,19945800
201206,78752,Irrigation - Multi-Family,19500
201206,78752,Multi-Family,19613700
201206,78752,Residential,15754025
201206,78753,Irrigation - Multi-Family,5455400
201206,78753,Irrigation - Residential,200
201206,78753,Multi-Family,48993900
201206,78753,Residential,58806900
201206,78754,Irrigation - Residential,
201206,78754,Residential,29432400
201206,78754,Multi-Family,15746500
201206,78754,Irrigation - Multi-Family,2150100
201206,78756,Multi-Family,6748200
201206,78756,Irrigation - Multi-Family,129000
201206,78756,Residential,15232000
201206,78756,Irrigation - Residential,60300
201206,78757,Multi-Family,16387100
201206,78757,Irrigation - Multi-Family,75600
201206,78757,Irrigation - Residential,78300
201206,78757,Residential,49555800
201206,78758,Irrigation - Multi-Family,3462200
201206,78758,Irrigation - Residential,29300
201206,78758,Multi-Family,54363700
201206,78758,Residential,57491700
201206,78759,Irrigation - Multi-Family,1468800
201206,78759,Multi-Family,39024300
201206,78759,Irrigation - Residential,240000
201206,78759,Residential,109702600
201207,78613,Multi-Family,29000
201207,78613,Irrigation - Multi-Family,54000
201207,78617,Multi-Family,2997500
201207,78617,Residential,23414400
201207,78652,Irrigation - Residential,53200
201207,78652,Residential,1034400
201207,78652,Multi-Family,22300
201207,78653,Residential,2542900
201207,78653,Multi-Family,266700
201207,78660,Multi-Family,3668400
201207,78660,Irrigation - Residential,13100
201207,78660,Residential,10533100
201207,78701,Multi-Family,13276100
201207,78701,Residential,1766700
201207,78701,Irrigation - Multi-Family,464300
201207,78702,Multi-Family,8955700
201207,78702,Irrigation - Residential,26500
201207,78702,Irrigation - Multi-Family,1244300
201207,78702,Residential,32415400
201207,78703,Irrigation - Multi-Family,986800
201207,78703,Irrigation - Residential,2309700
201207,78703,Residential,87302400
201207,78703,Multi-Family,15379000
201207,78704,Irrigation - Residential,292400
201207,78704,Irrigation - Multi-Family,2756700
201207,78704,Residential,68150600
201207,78704,Multi-Family,50265900
201207,78705,Irrigation - Residential,138700
201207,78705,Residential,13664500
201207,78705,Irrigation - Multi-Family,623700
201207,78705,Multi-Family,27418900
201207,78717,Irrigation - Multi-Family,6114900
201207,78717,Irrigation - Residential,31000
201207,78717,Multi-Family,7192900
201207,78717,Residential,52836100
201207,78719,Multi-Family,598600
201207,78719,Residential,2355500
201207,78721,Residential,18381500
201207,78721,Multi-Family,4762500
201207,78721,Irrigation - Residential,20900
201207,78721,Irrigation - Multi-Family,301000
201207,78722,Irrigation - Multi-Family,154500
201207,78722,Multi-Family,3256300
201207,78722,Residential,13650900
201207,78723,Irrigation - Multi-Family,153300
201207,78723,Residential,51091600
201207,78723,Multi-Family,22601700
201207,78724,Multi-Family,13099500
201207,78724,Residential,23865300
201207,78724,Irrigation - Residential,39100
201207,78724,Irrigation - Multi-Family,137800
201207,78725,Residential,3040000
201207,78725,Multi-Family,311700
201207,78726,Multi-Family,11997400
201207,78726,Irrigation - Residential,33200
201207,78726,Irrigation - Multi-Family,6229100
201207,78726,Residential,32795100
201207,78727,Residential,67475900
201207,78727,Multi-Family,22301800
201207,78727,Irrigation - Residential,7500
201207,78727,Irrigation - Multi-Family,8639700
201207,78728,Residential,6010300
201207,78728,Multi-Family,9007000
201207,78728,Irrigation - Multi-Family,1053400
201207,78729,Irrigation - Residential,19200
201207,78729,Residential,39158000
201207,78729,Irrigation - Multi-Family,4293500
201207,78729,Multi-Family,25646600
201207,78730,Multi-Family,4870600
201207,78730,Irrigation - Residential,396800
201207,78730,Residential,29226500
201207,78730,Irrigation - Multi-Family,1634700
201207,78731,Irrigation - Multi-Family,1268200
201207,78731,Residential,110351900
201207,78731,Multi-Family,20372900
201207,78731,Irrigation - Residential,842400
201207,78732,Residential,18200
201207,78733,Residential,53100
201207,78735,Multi-Family,11845100
201207,78735,Irrigation - Multi-Family,2749300
201207,78735,Residential,42286200
201207,78736,Irrigation - Multi-Family,1335200
201207,78736,Residential,24910700
201207,78736,Irrigation - Residential,23200
201207,78736,Multi-Family,1953200
201207,78737,Residential,13082000
201207,78737,Irrigation - Residential,8800
201207,78738,Residential,8300
201207,78739,Residential,84882500
201207,78739,Irrigation - Residential,
201207,78741,Irrigation - Multi-Family,4372700
201207,78741,Irrigation - Residential,74600
201207,78741,Multi-Family,85895200
201207,78741,Residential,24957700
201207,78742,Residential,917900
201207,78742,Multi-Family,977200
201207,78744,Irrigation - Multi-Family,1449600
201207,78744,Irrigation - Residential,4800
201207,78744,Multi-Family,27359600
201207,78744,Residential,62464100
201207,78745,Irrigation - Residential,113300
201207,78745,Residential,108011400
201207,78745,Irrigation - Multi-Family,4043300
201207,78745,Multi-Family,33729800
201207,78746,Residential,59619400
201207,78746,Irrigation - Residential,636900
201207,78746,Multi-Family,14998100
201207,78746,Irrigation - Multi-Family,1336200
201207,78747,Multi-Family,8633000
201207,78747,Irrigation - Multi-Family,1918400
201207,78747,Irrigation - Residential,22700
201207,78747,Residential,36753400
201207,78748,Irrigation - Multi-Family,8030500
201207,78748,Residential,112391900
201207,78748,Multi-Family,18688000
201207,78748,Irrigation - Residential,19100
201207,78749,Irrigation - Residential,18600
201207,78749,Residential,114972900
201207,78749,Irrigation - Multi-Family,8898700
201207,78749,Multi-Family,17553400
201207,78750,Irrigation - Multi-Family,3359400
201207,78750,Irrigation - Residential,35100
201207,78750,Multi-Family,14976200
201207,78750,Residential,95560300
201207,78751,Irrigation - Residential,132400
201207,78751,Residential,21895500
201207,78751,Multi-Family,13220300
201207,78751,Irrigation - Multi-Family,952100
201207,78752,Multi-Family,19298700
201207,78752,Irrigation - Multi-Family,38500
201207,78752,Residential,18050275
201207,78753,Irrigation - Residential,2600
201207,78753,Multi-Family,49740200
201207,78753,Residential,55951800
201207,78753,Irrigation - Multi-Family,5827900
201207,78754,Irrigation - Multi-Family,2686000
201207,78754,Irrigation - Residential,
201207,78754,Residential,29746100
201207,78754,Multi-Family,15652500
201207,78756,Irrigation - Multi-Family,170800
201207,78756,Residential,19054100
201207,78756,Irrigation - Residential,99800
201207,78756,Multi-Family,7408200
201207,78757,Irrigation - Multi-Family,730900
201207,78757,Residential,60244300
201207,78757,Multi-Family,16466500
201207,78757,Irrigation - Residential,65300
201207,78758,Irrigation - Multi-Family,4490200
201207,78758,Residential,59629100
201207,78758,Multi-Family,54419000
201207,78758,Irrigation - Residential,43900
201207,78759,Residential,119226300
201207,78759,Irrigation - Multi-Family,2223600
201207,78759,Multi-Family,40731000
201207,78759,Irrigation - Residential,191200
201208,78613,Multi-Family,13000
201208,78613,Irrigation - Multi-Family,80000
201208,78617,Residential,22793600
201208,78617,Multi-Family,2629900
201208,78652,Multi-Family,17400
201208,78652,Irrigation - Residential,59500
201208,78652,Residential,977800
201208,78653,Residential,2932700
201208,78653,Multi-Family,490300
201208,78660,Irrigation - Residential,6900
201208,78660,Multi-Family,3969600
201208,78660,Residential,11226900
201208,78701,Residential,1873300
201208,78701,Irrigation - Multi-Family,458500
201208,78701,Multi-Family,13434900
201208,78702,Residential,33018600
201208,78702,Irrigation - Multi-Family,1407000
201208,78702,Irrigation - Residential,11100
201208,78702,Multi-Family,9118300
201208,78703,Multi-Family,16526200
201208,78703,Residential,87208800
201208,78703,Irrigation - Residential,2162000
201208,78703,Irrigation - Multi-Family,1017400
201208,78704,Irrigation - Residential,318200
201208,78704,Residential,71085800
201208,78704,Multi-Family,52928100
201208,78704,Irrigation - Multi-Family,3007200
201208,78705,Irrigation - Multi-Family,734600
201208,78705,Residential,12917000
201208,78705,Irrigation - Residential,171200
201208,78705,Multi-Family,28757800
201208,78717,Multi-Family,7224500
201208,78717,Irrigation - Residential,51300
201208,78717,Residential,64234000
201208,78717,Irrigation - Multi-Family,8200300
201208,78719,Residential,1799800
201208,78719,Multi-Family,512000
201208,78721,Irrigation - Multi-Family,392000
201208,78721,Residential,20275300
201208,78721,Irrigation - Residential,9600
201208,78721,Multi-Family,5367100
201208,78722,Multi-Family,3289900
201208,78722,Irrigation - Multi-Family,179500
201208,78722,Residential,13671400
201208,78723,Irrigation - Multi-Family,326800
201208,78723,Multi-Family,23749800
201208,78723,Residential,51375400
201208,78724,Irrigation - Residential,56000
201208,78724,Multi-Family,14344900
201208,78724,Irrigation - Multi-Family,242700
201208,78724,Residential,26878500
201208,78725,Residential,3490000
201208,78725,Multi-Family,389300
201208,78726,Multi-Family,11733100
201208,78726,Residential,30070700
201208,78726,Irrigation - Multi-Family,7843400
201208,78726,Irrigation - Residential,56400
201208,78727,Multi-Family,23697200
201208,78727,Irrigation - Multi-Family,10851200
201208,78727,Residential,64959000
201208,78727,Irrigation - Residential,6300
201208,78728,Irrigation - Multi-Family,1425800
201208,78728,Residential,7028600
201208,78728,Multi-Family,8497600
201208,78729,Irrigation - Residential,15000
201208,78729,Irrigation - Multi-Family,5617800
201208,78729,Multi-Family,27007800
201208,78729,Residential,33570700
201208,78730,Irrigation - Multi-Family,2049400
201208,78730,Residential,22288300
201208,78730,Irrigation - Residential,350900
201208,78730,Multi-Family,4889400
201208,78731,Irrigation - Multi-Family,1565800
201208,78731,Irrigation - Residential,723100
201208,78731,Residential,113702100
201208,78731,Multi-Family,22999600
201208,78732,Residential,17900
201208,78733,Residential,58300
