id,uid,time,data,temp,volume,energy
0,489d2d97-4948-415d-b42b-ca3094c702af,6/1/2017 12:05,5.6,38,15.9,517.174
1,489d2d97-4948-415d-b42b-ca3094c702af,6/1/2017 12:05,5.7,37,33.8,1060.137
2,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:31:05,4.626506,30,6.4,64.0
3,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:43:41,5.6,33,13.8,368.713
4,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:43:41,4.9,37,16.2,508.11300000000006
5,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:30:28,4.8,37,1.6,50.184
6,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:30:35,4.7,38,31.9,1037.6007
7,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:30:43,6.1,22,5.1,71.094
8,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:30:50,5.4,36,1.8,54.36600000000001
9,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:30:56,4.8,37,19.3,605.3445
10,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:31:02,4.8,36,16.0,483.25333
11,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:43:29,5.0,36,21.2,640.3106700000001
12,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:43:29,5.1,36,36.0,1087.32
13,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:43:24,5.2,22,7.9,110.126
14,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:43:23,5.2,34,14.7,409.836
15,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:43:23,5.7,35,1.9,55.179165000000005
16,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:43:23,4.7,35,17.9,519.8458
17,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:43:23,5.4,36,25.3,764.14435
18,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:43:23,4.9,35,13.6,394.96667
19,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:43:23,5.3,35,1.5,43.5625
20,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:43:16,5.1,36,20.1,607.087
21,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:43:16,5.1,19,3.4,35.547
22,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:43:16,5.2,35,22.0,638.9167
23,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:43:16,5.1,35,45.0,1306.875
24,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:43:16,4.9,36,18.8,567.8227
25,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:43:16,5.1,29,4.0,88.28667
26,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:43:16,5.3,35,1.5,43.5625
27,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:43:16,4.8,36,18.6,561.7819999999999
28,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:43:16,5.5,36,19.5,588.965
29,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:43:16,4.9,36,18.5,558.76166
30,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:43:06,5.0,36,17.8,537.6193
31,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:43:06,5.6,35,1.6,46.466667
32,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:43:06,5.1,36,24.9,752.063
33,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:43:06,5.0,36,27.1,818.5103
34,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:43:06,5.2,36,19.1,576.88367
35,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:43:06,5.0,36,19.9,601.0463
36,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:43:06,4.8,23,4.5,67.9575
37,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:43:06,5.5,33,4.8,128.248
38,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:43:06,4.8,35,13.2,383.35
39,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:43:06,4.9,36,17.8,537.6193
40,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:43:01,4.8,36,18.3,552.721
41,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:43:01,5.2,35,13.1,380.44583
42,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:43:00,5.1,18,4.8,44.608000000000004
43,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:43:00,4.7,36,57.6,1739.7120000000002
44,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:43:00,4.8,35,2.1,60.9875
45,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:43:00,4.9,35,20.3,589.54584
46,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:43:00,4.9,35,1.8,52.275
47,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:43:00,5.0,36,20.3,613.1277
48,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:43:00,4.1,21,5.0,63.891666
49,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:43:00,6.0,35,1.7,49.370834
50,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:42:53,6.9,36,28.0,845.69336
51,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:42:53,6.3,37,59.0,1850.535
52,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:42:53,6.9,35,1.5,43.5625
53,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:42:53,7.0,35,20.3,589.54584
54,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:42:53,6.2,33,33.9,905.7515
55,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:42:53,8.0,35,1.6,46.466667
56,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:42:53,6.1,36,16.5,498.355
57,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:42:53,6.9,35,1.5,43.5625
58,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:42:53,6.4,37,33.1,1038.1815
59,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:42:53,6.4,35,1.8,52.275
60,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:42:48,6.8,36,24.9,752.063
61,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:42:48,7.5,35,2.5,72.604164
62,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:42:48,7.0,36,29.1,878.9169999999999
63,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:42:48,7.0,36,38.6,1165.8486
64,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:42:48,7.4,35,2.1,60.9875
65,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:42:48,7.1,36,27.5,830.5917
66,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:42:48,7.6,18,4.2,39.032
67,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:42:48,6.3,22,8.5,118.49
68,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:42:48,5.7,34,1.9,52.972
69,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:42:48,6.2,35,19.2,557.6
70,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:42:40,7.3,36,2.3,69.46767
71,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:42:40,6.4,36,43.5,1313.845
72,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:42:40,6.4,35,1.6,46.466667
73,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:42:40,7.6,36,19.6,591.98535
74,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:42:40,6.2,34,16.0,446.08
75,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:42:40,4.8,35,2.1,60.9875
76,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:42:40,5.3,35,15.1,438.52917
77,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:42:40,5.1,34,19.3,538.0840000000001
78,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:42:40,4.9,35,1.7,49.370834
79,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:42:40,5.2,36,18.2,549.7007
80,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:42:32,5.7,37,33.0,1035.045
81,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:42:32,4.7,27,2.6,51.345665000000004
82,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:42:32,4.8,32,4.5,115.005
83,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:42:32,6.0,36,2.6,78.52866
84,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:42:32,5.6,36,21.5,649.3716400000001
85,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:42:32,6.4,35,1.8,52.275
86,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:42:32,5.7,35,18.5,537.2708
87,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:42:32,5.8,35,17.3,502.42084000000006
88,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:42:32,6.0,35,16.2,470.475
89,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:42:32,5.3,33,9.6,256.496
90,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:42:26,5.3,35,1.5,43.5625
91,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:42:26,5.5,35,16.6,482.09167
92,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:42:26,5.2,36,56.1,1694.4070000000002
93,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:42:26,5.7,26,2.2,40.890667
94,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:42:26,5.2,36,16.1,486.27367999999996
95,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:42:26,6.0,35,1.6,46.466667
96,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:42:26,5.3,35,16.9,490.80417
97,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:42:26,6.2,23,2.8,42.284667999999996
98,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:42:26,5.9,36,22.3,673.53436
99,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:42:26,5.5,34,22.5,627.3
100,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:42:19,6.4,36,1.7,51.345665000000004
101,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:42:19,6.4,36,18.6,561.7819999999999
102,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:42:19,6.3,35,1.9,55.179165000000005
103,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:42:19,5.6,36,18.4,555.74133
104,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:42:19,5.2,34,40.5,1129.14
105,489d2d97-4948-415d-b42b-ca3094c702af,18/12/2016 10:42:19,6.2,35,11.4,331.075
