id,uid,time,data,temp,volume,energy
0,c05122a3-917b-4045-a5c1-f353c89a4539,16/09/2016 23:59:12,4.8,24,2.3,37.405666
1,c05122a3-917b-4045-a5c1-f353c89a4539,16/09/2016 23:59:18,6.4,34,20.6,574.328
2,c05122a3-917b-4045-a5c1-f353c89a4539,16/09/2016 23:55:19,8.5,34,22.2,618.936
3,c05122a3-917b-4045-a5c1-f353c89a4539,13/09/2016 20:22:07,8.0,34,27.7,772.2760000000001
4,c05122a3-917b-4045-a5c1-f353c89a4539,16/09/2016 23:55:36,5.7,30,13.5,313.65
5,c05122a3-917b-4045-a5c1-f353c89a4539,16/09/2016 23:55:48,6.8,31,13.1,319.5745
6,c05122a3-917b-4045-a5c1-f353c89a4539,16/09/2016 23:58:32,6.6,32,5.7,145.673
7,c05122a3-917b-4045-a5c1-f353c89a4539,16/09/2016 23:58:49,6.9,36,40.6,1226.2554
8,c05122a3-917b-4045-a5c1-f353c89a4539,20/07/2016 23:02:27,5.375,32,4.3,102.0
9,c05122a3-917b-4045-a5c1-f353c89a4539,20/07/2016 23:02:47,7.0,31,20.3,495.2185
10,c05122a3-917b-4045-a5c1-f353c89a4539,20/07/2016 23:02:59,5.1,28,3.3,69.003
11,c05122a3-917b-4045-a5c1-f353c89a4539,20/07/2016 23:03:12,4.4,37,23.8,746.487
12,c05122a3-917b-4045-a5c1-f353c89a4539,20/07/2016 23:06:39,7.3,35,49.1,1425.9458
13,c05122a3-917b-4045-a5c1-f353c89a4539,6/7/2016 23:55,6.25,51,28.9,868.0
14,c05122a3-917b-4045-a5c1-f353c89a4539,20/07/2016 23:07:54,5.5,35,32.3,938.04584
15,c05122a3-917b-4045-a5c1-f353c89a4539,6/7/2016 23:49,6.0,26,2.5,46.466667
16,c05122a3-917b-4045-a5c1-f353c89a4539,20/07/2016 23:08:19,5.9,35,19.9,577.9291400000001
17,c05122a3-917b-4045-a5c1-f353c89a4539,6/7/2016 23:50,4.6,37,15.2,476.74800000000005
18,c05122a3-917b-4045-a5c1-f353c89a4539,6/7/2016 23:50,7.9,26,3.7,68.77067
19,c05122a3-917b-4045-a5c1-f353c89a4539,6/7/2016 23:50,4.8,37,29.7,931.5405
20,c05122a3-917b-4045-a5c1-f353c89a4539,6/7/2016 23:51,6.0,24,3.2,52.042667
21,c05122a3-917b-4045-a5c1-f353c89a4539,6/7/2016 23:51,5.8,36,21.3,643.331
22,c05122a3-917b-4045-a5c1-f353c89a4539,6/7/2016 23:51,8.6,24,5.6,91.07467
23,c05122a3-917b-4045-a5c1-f353c89a4539,6/7/2016 23:52,12.9,24,4.5,73.185
24,c05122a3-917b-4045-a5c1-f353c89a4539,6/7/2016 23:52,7.5,24,4.4,71.55866999999999
25,c05122a3-917b-4045-a5c1-f353c89a4539,6/7/2016 23:52,5.2,33,24.9,665.2865
26,c05122a3-917b-4045-a5c1-f353c89a4539,21/05/2016 22:40:13,2.7804877999999995,31,1.9,47.0
