user.key,device.key,session.id,Alicante.local.date.time,volume,temperature,energy,flow,duration,history,mobile.os
e3b4516c-889b-4591-b434-e5c3d8ddfba3,bbcc0c7a-795b-45cb-8cb0-cd6c5cf3f4a6,32,19/05/2017 13:26:30,11.9,36,359.41968,7.7,92,TRUE,android
e3b4516c-889b-4591-b434-e5c3d8ddfba3,bbcc0c7a-795b-45cb-8cb0-cd6c5cf3f4a6,31,19/05/2017 13:26:30,36.4,38,1183.9707,16.1,135,TRUE,android
e3b4516c-889b-4591-b434-e5c3d8ddfba3,bbcc0c7a-795b-45cb-8cb0-cd6c5cf3f4a6,30,19/05/2017 13:26:30,12.8,37,401.472,6.4,120,TRUE,android
e3b4516c-889b-4591-b434-e5c3d8ddfba3,bbcc0c7a-795b-45cb-8cb0-cd6c5cf3f4a6,29,19/05/2017 13:26:30,13,25,226.525,5.8,134,TRUE,android
e3b4516c-889b-4591-b434-e5c3d8ddfba3,bbcc0c7a-795b-45cb-8cb0-cd6c5cf3f4a6,27,19/05/2017 08:52:10,23.7,35,688.2875,9.1,156,TRUE,android
e3b4516c-889b-4591-b434-e5c3d8ddfba3,bbcc0c7a-795b-45cb-8cb0-cd6c5cf3f4a6,25,19/05/2017 13:26:25,22.5,37,705.7125,11,122,TRUE,android
e3b4516c-889b-4591-b434-e5c3d8ddfba3,bbcc0c7a-795b-45cb-8cb0-cd6c5cf3f4a6,24,19/05/2017 13:26:25,13,41,468.15167,6.8,114,TRUE,android
e3b4516c-889b-4591-b434-e5c3d8ddfba3,bbcc0c7a-795b-45cb-8cb0-cd6c5cf3f4a6,23,19/05/2017 13:26:25,12.8,39,431.21066,8.1,94,TRUE,android
e3b4516c-889b-4591-b434-e5c3d8ddfba3,bbcc0c7a-795b-45cb-8cb0-cd6c5cf3f4a6,22,19/05/2017 13:26:20,44.4,39,1495.762,17.1,155,TRUE,android
e3b4516c-889b-4591-b434-e5c3d8ddfba3,bbcc0c7a-795b-45cb-8cb0-cd6c5cf3f4a6,21,19/05/2017 13:26:20,36.5,39,1229.6241,14.8,147,TRUE,android
e3b4516c-889b-4591-b434-e5c3d8ddfba3,bbcc0c7a-795b-45cb-8cb0-cd6c5cf3f4a6,20,19/05/2017 13:26:20,28.1,37,881.3565,10.1,166,TRUE,android
e3b4516c-889b-4591-b434-e5c3d8ddfba3,bbcc0c7a-795b-45cb-8cb0-cd6c5cf3f4a6,19,19/05/2017 13:26:20,14.4,37,451.656,8.1,106,TRUE,android
e3b4516c-889b-4591-b434-e5c3d8ddfba3,bbcc0c7a-795b-45cb-8cb0-cd6c5cf3f4a6,18,19/05/2017 13:26:20,25.6,35,743.4667,11,139,TRUE,android
e3b4516c-889b-4591-b434-e5c3d8ddfba3,bbcc0c7a-795b-45cb-8cb0-cd6c5cf3f4a6,17,19/05/2017 13:26:20,20.1,42,747.184,8.8,137,TRUE,android
e3b4516c-889b-4591-b434-e5c3d8ddfba3,bbcc0c7a-795b-45cb-8cb0-cd6c5cf3f4a6,16,19/05/2017 13:26:20,8.8,36,265.78934,5.5,96,TRUE,android
e3b4516c-889b-4591-b434-e5c3d8ddfba3,bbcc0c7a-795b-45cb-8cb0-cd6c5cf3f4a6,15,19/05/2017 13:26:20,16,37,501.84,7.9,121,TRUE,android
e3b4516c-889b-4591-b434-e5c3d8ddfba3,bbcc0c7a-795b-45cb-8cb0-cd6c5cf3f4a6,14,19/05/2017 13:26:20,8.6,37,269.739,5.4,95,TRUE,android
e3b4516c-889b-4591-b434-e5c3d8ddfba3,bbcc0c7a-795b-45cb-8cb0-cd6c5cf3f4a6,13,19/05/2017 13:26:19,18.9,37,592.7985,9.9,114,TRUE,android
e3b4516c-889b-4591-b434-e5c3d8ddfba3,bbcc0c7a-795b-45cb-8cb0-cd6c5cf3f4a6,12,30/05/2017 11:07:04,19.5,38,634.27,8.1,144,TRUE,android
e3b4516c-889b-4591-b434-e5c3d8ddfba3,bbcc0c7a-795b-45cb-8cb0-cd6c5cf3f4a6,11,19/05/2017 08:52:24,28.5,41,1026.3325,13.7,124,TRUE,android
e3b4516c-889b-4591-b434-e5c3d8ddfba3,bbcc0c7a-795b-45cb-8cb0-cd6c5cf3f4a6,10,19/05/2017 08:52:24,12.8,38,416.34134,5.8,132,TRUE,android
e3b4516c-889b-4591-b434-e5c3d8ddfba3,bbcc0c7a-795b-45cb-8cb0-cd6c5cf3f4a6,9,19/05/2017 08:52:24,22.6,40,787.61,14.7,92,TRUE,android
e3b4516c-889b-4591-b434-e5c3d8ddfba3,bbcc0c7a-795b-45cb-8cb0-cd6c5cf3f4a6,8,19/05/2017 08:52:24,11.6,34,323.408,6.2,112,TRUE,android
e3b4516c-889b-4591-b434-e5c3d8ddfba3,bbcc0c7a-795b-45cb-8cb0-cd6c5cf3f4a6,7,19/05/2017 08:52:24,19.1,35,554.69586,7.7,148,TRUE,android
e3b4516c-889b-4591-b434-e5c3d8ddfba3,bbcc0c7a-795b-45cb-8cb0-cd6c5cf3f4a6,6,19/05/2017 08:52:24,20.5,38,666.7967,10.7,114,TRUE,android
e3b4516c-889b-4591-b434-e5c3d8ddfba3,bbcc0c7a-795b-45cb-8cb0-cd6c5cf3f4a6,5,19/05/2017 08:52:24,16.1,36,486.27368,8.2,117,TRUE,android
e3b4516c-889b-4591-b434-e5c3d8ddfba3,bbcc0c7a-795b-45cb-8cb0-cd6c5cf3f4a6,4,19/05/2017 08:52:24,22.1,37,693.1665,9.4,141,TRUE,android
e3b4516c-889b-4591-b434-e5c3d8ddfba3,bbcc0c7a-795b-45cb-8cb0-cd6c5cf3f4a6,3,19/05/2017 08:52:24,28.3,36,854.75433,16,106,TRUE,android
e3b4516c-889b-4591-b434-e5c3d8ddfba3,bbcc0c7a-795b-45cb-8cb0-cd6c5cf3f4a6,2,19/05/2017 08:52:23,29.4,39,990.437,17.1,103,TRUE,android
e3b4516c-889b-4591-b434-e5c3d8ddfba3,bbcc0c7a-795b-45cb-8cb0-cd6c5cf3f4a6,1,19/05/2017 13:25:51,24,37,752.76,12.3,117,TRUE,android
b3718348-a94f-49ac-861d-3ae5d864ee7b,2bc454f9-e9b5-4947-903c-eed771cdd40c,346,5/3/2017 19:28,23.8,37,725,3.5610971,401,FALSE,ios
b3718348-a94f-49ac-861d-3ae5d864ee7b,2bc454f9-e9b5-4947-903c-eed771cdd40c,326,5/3/2017 19:27,33.1,36,999.73035,3.4,584,TRUE,ios
b3718348-a94f-49ac-861d-3ae5d864ee7b,2bc454f9-e9b5-4947-903c-eed771cdd40c,325,5/3/2017 19:27,20.8,29,459.09067,3.7,337,TRUE,ios
b3718348-a94f-49ac-861d-3ae5d864ee7b,2bc454f9-e9b5-4947-903c-eed771cdd40c,86,8/6/2017 7:41,71.4,37,2239.461,5.5,778,FALSE,ios
b3718348-a94f-49ac-861d-3ae5d864ee7b,2bc454f9-e9b5-4947-903c-eed771cdd40c,85,7/6/2017 11:18,79.2,36,2392.104,6.3,754,FALSE,ios
b3718348-a94f-49ac-861d-3ae5d864ee7b,2bc454f9-e9b5-4947-903c-eed771cdd40c,62,25/05/2017 09:37:13,85.4,38,2777.7773,6.9,742,FALSE,ios
b3718348-a94f-49ac-861d-3ae5d864ee7b,2bc454f9-e9b5-4947-903c-eed771cdd40c,47,15/05/2017 08:46:31,5.6,29,123.60133,8.2,40,FALSE,ios
b3718348-a94f-49ac-861d-3ae5d864ee7b,2bc454f9-e9b5-4947-903c-eed771cdd40c,42,11/5/2017 9:48,108.7,37,3409.3755,7.5,869,FALSE,ios
b3718348-a94f-49ac-861d-3ae5d864ee7b,2bc454f9-e9b5-4947-903c-eed771cdd40c,40,8/5/2017 9:05,27.5,45,1118.1041,8,206,FALSE,ios
b3718348-a94f-49ac-861d-3ae5d864ee7b,2bc454f9-e9b5-4947-903c-eed771cdd40c,36,6/5/2017 14:45,196.9,38,6404.5005,8.6,1373,FALSE,ios
b3718348-a94f-49ac-861d-3ae5d864ee7b,2bc454f9-e9b5-4947-903c-eed771cdd40c,32,6/5/2017 14:45,100.9,39,3399.1528,5.4,1121,TRUE,ios
b3718348-a94f-49ac-861d-3ae5d864ee7b,2bc454f9-e9b5-4947-903c-eed771cdd40c,31,11/5/2017 9:47,61.7,34,1720.196,5.7,649,TRUE,ios
b3718348-a94f-49ac-861d-3ae5d864ee7b,2bc454f9-e9b5-4947-903c-eed771cdd40c,30,11/5/2017 9:47,48,38,1561.28,4.8,600,TRUE,ios
b3718348-a94f-49ac-861d-3ae5d864ee7b,2bc454f9-e9b5-4947-903c-eed771cdd40c,22,15/05/2017 08:45:36,80.5,39,2711.911,4.5,1073,TRUE,ios
b3718348-a94f-49ac-861d-3ae5d864ee7b,2bc454f9-e9b5-4947-903c-eed771cdd40c,21,15/05/2017 08:45:49,93.9,36,2836.093,5,1126,TRUE,ios
b3718348-a94f-49ac-861d-3ae5d864ee7b,2bc454f9-e9b5-4947-903c-eed771cdd40c,19,15/05/2017 08:46:14,19,31,463.505,4.8,237,TRUE,ios
b3718348-a94f-49ac-861d-3ae5d864ee7b,2bc454f9-e9b5-4947-903c-eed771cdd40c,7,17/04/2017 22:59:09,75,39,2526.625,5,900,TRUE,ios
b3718348-a94f-49ac-861d-3ae5d864ee7b,2bc454f9-e9b5-4947-903c-eed771cdd40c,6,17/04/2017 22:59:36,54.4,35,1579.8667,4.4,741,TRUE,ios
7ebfe8b4-70a7-4730-9c45-73b4c784b04e,959d562b-d345-4cad-b7a0-198cf9df66ef,101,4/5/2017 20:15,36.2,32,925.1513,6.3,344,FALSE,ios
7ebfe8b4-70a7-4730-9c45-73b4c784b04e,959d562b-d345-4cad-b7a0-198cf9df66ef,100,4/5/2017 7:15,9.6,28,200.736,7.3,78,FALSE,ios
7ebfe8b4-70a7-4730-9c45-73b4c784b04e,959d562b-d345-4cad-b7a0-198cf9df66ef,99,3/5/2017 7:13,30.1,34,839.188,7,258,FALSE,ios
7ebfe8b4-70a7-4730-9c45-73b4c784b04e,959d562b-d345-4cad-b7a0-198cf9df66ef,95,29/04/2017 08:14:51,32.4,32,828.036,8,243,FALSE,ios
7ebfe8b4-70a7-4730-9c45-73b4c784b04e,959d562b-d345-4cad-b7a0-198cf9df66ef,93,27/04/2017 10:04:20,27.8,32,710.47534,7.4,225,FALSE,ios
7ebfe8b4-70a7-4730-9c45-73b4c784b04e,959d562b-d345-4cad-b7a0-198cf9df66ef,79,15/04/2017 10:17:42,34.6,34,964.648,7.9,262,FALSE,ios
7ebfe8b4-70a7-4730-9c45-73b4c784b04e,959d562b-d345-4cad-b7a0-198cf9df66ef,66,4/4/2017 7:15,31.5,34,878.22,7.2,262,FALSE,ios
7ebfe8b4-70a7-4730-9c45-73b4c784b04e,959d562b-d345-4cad-b7a0-198cf9df66ef,63,1/4/2017 8:55,7.1,30,164.95667,8,53,FALSE,ios
7ebfe8b4-70a7-4730-9c45-73b4c784b04e,959d562b-d345-4cad-b7a0-198cf9df66ef,55,26/03/2017 10:55:08,34,31,829.43,6.1,334,FALSE,ios
7ebfe8b4-70a7-4730-9c45-73b4c784b04e,959d562b-d345-4cad-b7a0-198cf9df66ef,54,25/03/2017 09:13:39,27.2,32,695.14136,6,272,FALSE,ios
7ebfe8b4-70a7-4730-9c45-73b4c784b04e,959d562b-d345-4cad-b7a0-198cf9df66ef,52,23/03/2017 20:41:53,30.1,31,734.2895,6.3,286,FALSE,ios
7ebfe8b4-70a7-4730-9c45-73b4c784b04e,959d562b-d345-4cad-b7a0-198cf9df66ef,49,21/03/2017 20:52:12,7.1,37,129,4.7865167,89,FALSE,ios
7ebfe8b4-70a7-4730-9c45-73b4c784b04e,959d562b-d345-4cad-b7a0-198cf9df66ef,48,21/03/2017 20:51:17,20.1,36,607.087,4.8,251,TRUE,ios
7ebfe8b4-70a7-4730-9c45-73b4c784b04e,959d562b-d345-4cad-b7a0-198cf9df66ef,47,20/03/2017 20:02:13,1.3,20,15,3.9,20,FALSE,ios
7ebfe8b4-70a7-4730-9c45-73b4c784b04e,959d562b-d345-4cad-b7a0-198cf9df66ef,46,21/03/2017 20:51:42,23.8,35,691.19165,4.8,297,TRUE,ios
7ebfe8b4-70a7-4730-9c45-73b4c784b04e,959d562b-d345-4cad-b7a0-198cf9df66ef,45,21/03/2017 20:51:54,29.7,33,793.5345,5,356,TRUE,ios
7ebfe8b4-70a7-4730-9c45-73b4c784b04e,959d562b-d345-4cad-b7a0-198cf9df66ef,44,21/03/2017 20:52:07,25.4,36,767.1647,5.8,262,TRUE,ios
7ebfe8b4-70a7-4730-9c45-73b4c784b04e,959d562b-d345-4cad-b7a0-198cf9df66ef,40,15/03/2017 07:16:39,2.8,35,57,4.5405407,37,FALSE,ios
7ebfe8b4-70a7-4730-9c45-73b4c784b04e,959d562b-d345-4cad-b7a0-198cf9df66ef,39,15/03/2017 07:16:22,20.3,32,518.80035,4.9,248,TRUE,ios
7ebfe8b4-70a7-4730-9c45-73b4c784b04e,959d562b-d345-4cad-b7a0-198cf9df66ef,38,15/03/2017 07:16:34,21.2,35,615.68335,4.7,270,TRUE,ios
7ebfe8b4-70a7-4730-9c45-73b4c784b04e,959d562b-d345-4cad-b7a0-198cf9df66ef,37,13/03/2017 07:16:20,3.5,35,74,5.121951,41,FALSE,ios
7ebfe8b4-70a7-4730-9c45-73b4c784b04e,959d562b-d345-4cad-b7a0-198cf9df66ef,36,13/03/2017 07:15:53,22.6,35,656.3417,4.9,276,TRUE,ios
7ebfe8b4-70a7-4730-9c45-73b4c784b04e,959d562b-d345-4cad-b7a0-198cf9df66ef,35,13/03/2017 07:16:05,7,28,146.37,4.3,97,TRUE,ios
7ebfe8b4-70a7-4730-9c45-73b4c784b04e,959d562b-d345-4cad-b7a0-198cf9df66ef,34,10/3/2017 19:44,21.7,32,554.57965,4.7,277,FALSE,ios
7ebfe8b4-70a7-4730-9c45-73b4c784b04e,959d562b-d345-4cad-b7a0-198cf9df66ef,33,10/3/2017 19:43,21.8,36,658.4327,4.7,278,TRUE,ios
7ebfe8b4-70a7-4730-9c45-73b4c784b04e,959d562b-d345-4cad-b7a0-198cf9df66ef,32,9/3/2017 20:30,22.6,33,603.83435,4.5,301,FALSE,ios
7ebfe8b4-70a7-4730-9c45-73b4c784b04e,959d562b-d345-4cad-b7a0-198cf9df66ef,31,9/3/2017 20:30,25.2,36,761.124,4.7,321,TRUE,ios
7ebfe8b4-70a7-4730-9c45-73b4c784b04e,959d562b-d345-4cad-b7a0-198cf9df66ef,30,8/3/2017 19:06,27.6,33,737.426,4.8,345,FALSE,ios
7ebfe8b4-70a7-4730-9c45-73b4c784b04e,959d562b-d345-4cad-b7a0-198cf9df66ef,28,8/3/2017 19:06,23.7,35,688.2875,4.8,296,TRUE,ios
7ebfe8b4-70a7-4730-9c45-73b4c784b04e,959d562b-d345-4cad-b7a0-198cf9df66ef,27,8/3/2017 19:06,25.7,36,776.22565,4.6,335,TRUE,ios
7ebfe8b4-70a7-4730-9c45-73b4c784b04e,959d562b-d345-4cad-b7a0-198cf9df66ef,24,3/3/2017 19:50,0.9,20,10,4.1538463,13,FALSE,ios
7ebfe8b4-70a7-4730-9c45-73b4c784b04e,959d562b-d345-4cad-b7a0-198cf9df66ef,23,3/3/2017 7:13,6.7,35,172,5.5833335,72,FALSE,ios
7ebfe8b4-70a7-4730-9c45-73b4c784b04e,959d562b-d345-4cad-b7a0-198cf9df66ef,21,3/3/2017 7:12,4.8,20,55.76,4.9,58,TRUE,ios
7ebfe8b4-70a7-4730-9c45-73b4c784b04e,959d562b-d345-4cad-b7a0-198cf9df66ef,20,3/3/2017 7:13,28.5,38,927.01,5.1,335,TRUE,ios
1de2cf65-092d-4791-9257-374470bdb3c3,ea0ece7b-e299-4316-b199-fbbf4be3ab05,460,1/3/2017 21:48,29.5,39,865,3.881579,456,FALSE,android
1de2cf65-092d-4791-9257-374470bdb3c3,ea0ece7b-e299-4316-b199-fbbf4be3ab05,458,13/03/2017 10:19:56,39,35,1132.625,7.2,325,TRUE,android
1de2cf65-092d-4791-9257-374470bdb3c3,ea0ece7b-e299-4316-b199-fbbf4be3ab05,456,2/3/2017 11:40,6.2,31,151.249,7.4,50,TRUE,android
1de2cf65-092d-4791-9257-374470bdb3c3,ea0ece7b-e299-4316-b199-fbbf4be3ab05,455,1/3/2017 21:42,36.1,35,1048.4042,6.8,318,TRUE,android
1de2cf65-092d-4791-9257-374470bdb3c3,ea0ece7b-e299-4316-b199-fbbf4be3ab05,454,1/3/2017 21:42,35.5,35,1030.9791,8.4,253,TRUE,android
1de2cf65-092d-4791-9257-374470bdb3c3,ea0ece7b-e299-4316-b199-fbbf4be3ab05,453,1/3/2017 21:42,46.4,35,1347.5333,7,397,TRUE,android
1de2cf65-092d-4791-9257-374470bdb3c3,ea0ece7b-e299-4316-b199-fbbf4be3ab05,452,1/3/2017 21:42,4.8,19,50.184,10.7,26,TRUE,android
1de2cf65-092d-4791-9257-374470bdb3c3,ea0ece7b-e299-4316-b199-fbbf4be3ab05,451,2/3/2017 11:41,33.3,35,967.0875,6.4,312,TRUE,android
1de2cf65-092d-4791-9257-374470bdb3c3,ea0ece7b-e299-4316-b199-fbbf4be3ab05,450,1/3/2017 21:43,50.3,35,1460.7958,8.7,346,TRUE,android
1de2cf65-092d-4791-9257-374470bdb3c3,ea0ece7b-e299-4316-b199-fbbf4be3ab05,449,1/3/2017 21:44,62.4,35,1812.2,6.4,585,TRUE,android
1de2cf65-092d-4791-9257-374470bdb3c3,ea0ece7b-e299-4316-b199-fbbf4be3ab05,447,3/3/2017 11:14,32.8,36,990.6693,6.4,307,TRUE,android
